,Spouse_A_First_Name,Spouse_B_First_Name,Marriage_Year,counts
99032,Mark,Laura,1973,1
99033,Mark,Laura,1974,1
99034,Mark,Laura,1975,2
99035,Mark,Laura,1978,2
99036,Mark,Laura,1979,4
99037,Mark,Laura,1980,2
99038,Mark,Laura,1982,10
99039,Mark,Laura,1983,9
99040,Mark,Laura,1984,7
99041,Mark,Laura,1985,4
99042,Mark,Laura,1986,4
99043,Mark,Laura,1987,2
99044,Mark,Laura,1988,2
99045,Mark,Laura,1989,10
99046,Mark,Laura,1990,2
99047,Mark,Laura,1992,2
99048,Mark,Laura,1993,1
99049,Mark,Laura,1994,3
99050,Mark,Laura,1995,3
99051,Mark,Laura,1996,14
99052,Mark,Laura,1997,6
99053,Mark,Laura,1998,5
99054,Mark,Laura,2000,6
99055,Mark,Laura,2001,2
99056,Mark,Laura,2002,4
99057,Mark,Laura,2003,9
99058,Mark,Laura,2004,6
99059,Mark,Laura,2005,3
99060,Mark,Laura,2006,2
99061,Mark,Laura,2007,8
99062,Mark,Laura,2008,4
99063,Mark,Laura,2009,2
99064,Mark,Laura,2010,4
99065,Mark,Laura,2011,2
99066,Mark,Laura,2012,2
99067,Mark,Laura,2013,3
99068,Mark,Laura,2014,3
99069,Mark,Linda,1968,3
99070,Mark,Linda,1969,4
99071,Mark,Linda,1970,4
99072,Mark,Linda,1971,2
99073,Mark,Linda,1972,6
99074,Mark,Linda,1973,2
99075,Mark,Linda,1974,1
99076,Mark,Linda,1975,6
99077,Mark,Linda,1976,2
99078,Mark,Linda,1977,2
99079,Mark,Linda,1978,8
99080,Mark,Linda,1979,11
99081,Mark,Linda,1980,7
99082,Mark,Linda,1981,12
99083,Mark,Linda,1982,8
99084,Mark,Linda,1983,20
99085,Mark,Linda,1984,11
99086,Mark,Linda,1985,6
99087,Mark,Linda,1986,5
99088,Mark,Linda,1987,2
99089,Mark,Linda,1988,5
99090,Mark,Linda,1989,18
99091,Mark,Linda,1990,13
99092,Mark,Linda,1991,4
99093,Mark,Linda,1992,8
99094,Mark,Linda,1994,6
99095,Mark,Linda,1995,5
99096,Mark,Linda,1996,9
99097,Mark,Linda,1997,3
99098,Mark,Linda,1999,3
99099,Mark,Linda,2000,4
99100,Mark,Linda,2001,4
99101,Mark,Linda,2003,2
99102,Mark,Linda,2004,2
99103,Mark,Linda,2009,2
99104,Mark,Linda,2013,2
99105,Mark,Lisa,1969,2
99106,Mark,Lisa,1972,1
99107,Mark,Lisa,1974,1
99108,Mark,Lisa,1978,1
99109,Mark,Lisa,1979,1
99110,Mark,Lisa,1981,8
99111,Mark,Lisa,1982,9
99112,Mark,Lisa,1983,6
99113,Mark,Lisa,1984,5
99114,Mark,Lisa,1985,5
99115,Mark,Lisa,1986,4
99116,Mark,Lisa,1987,5
99117,Mark,Lisa,1988,6
99118,Mark,Lisa,1989,18
99119,Mark,Lisa,1990,19
99120,Mark,Lisa,1991,14
99121,Mark,Lisa,1992,12
99122,Mark,Lisa,1993,6
99123,Mark,Lisa,1994,14
99124,Mark,Lisa,1995,8
99125,Mark,Lisa,1996,13
99126,Mark,Lisa,1997,12
99127,Mark,Lisa,1998,2
99128,Mark,Lisa,1999,3
99129,Mark,Lisa,2000,6
99130,Mark,Lisa,2001,2
99131,Mark,Lisa,2002,6
99132,Mark,Lisa,2003,2
99133,Mark,Lisa,2004,5
99134,Mark,Lisa,2005,2
99135,Mark,Lisa,2006,8
99136,Mark,Lisa,2008,2
99137,Mark,Lisa,2009,4
99138,Mark,Lisa,2010,4
99139,Mark,Lisa,2011,8
99140,Mark,Lisa,2013,2
99141,Mark,Lisa,2014,2
99142,Mark,Mary,1968,1
99143,Mark,Mary,1969,2
99144,Mark,Mary,1970,1
99145,Mark,Mary,1971,2
99146,Mark,Mary,1972,2
99147,Mark,Mary,1973,4
99148,Mark,Mary,1974,1
99149,Mark,Mary,1975,1
99150,Mark,Mary,1976,5
99151,Mark,Mary,1977,5
99152,Mark,Mary,1978,5
99153,Mark,Mary,1979,9
99154,Mark,Mary,1980,14
99155,Mark,Mary,1981,16
99156,Mark,Mary,1982,16
99157,Mark,Mary,1983,6
99158,Mark,Mary,1984,11
99159,Mark,Mary,1985,4
99160,Mark,Mary,1986,7
99161,Mark,Mary,1987,10
99162,Mark,Mary,1988,6
99163,Mark,Mary,1989,28
99164,Mark,Mary,1990,14
99165,Mark,Mary,1991,8
99166,Mark,Mary,1992,4
99167,Mark,Mary,1993,4
99168,Mark,Mary,1994,15
99169,Mark,Mary,1995,2
99170,Mark,Mary,1996,8
99171,Mark,Mary,1997,10
99172,Mark,Mary,1998,4
99173,Mark,Mary,1999,4
99174,Mark,Mary,2000,12
99175,Mark,Mary,2001,2
99176,Mark,Mary,2002,2
99177,Mark,Mary,2003,2
99178,Mark,Mary,2005,6
99179,Mark,Mary,2006,2
99180,Mark,Mary,2007,3
99181,Mark,Mary,2008,7
99182,Mark,Mary,2009,4
99183,Mark,Mary,2010,4
99184,Mark,Mary,2011,1
99185,Mark,Mary,2013,8
99186,Mark,Michelle,1974,2
99187,Mark,Michelle,1978,1
99188,Mark,Michelle,1979,3
99189,Mark,Michelle,1981,2
99190,Mark,Michelle,1982,2
99191,Mark,Michelle,1984,3
99192,Mark,Michelle,1985,1
99193,Mark,Michelle,1986,4
99194,Mark,Michelle,1987,2
99195,Mark,Michelle,1988,4
99196,Mark,Michelle,1989,7
99197,Mark,Michelle,1990,17
99198,Mark,Michelle,1991,8
99199,Mark,Michelle,1992,4
99200,Mark,Michelle,1993,7
99201,Mark,Michelle,1994,13
99202,Mark,Michelle,1995,9
99203,Mark,Michelle,1996,4
99204,Mark,Michelle,1997,7
99205,Mark,Michelle,1998,17
99206,Mark,Michelle,1999,1
99207,Mark,Michelle,2000,6
99208,Mark,Michelle,2001,1
99209,Mark,Michelle,2002,2
99210,Mark,Michelle,2003,2
99211,Mark,Michelle,2004,2
99212,Mark,Michelle,2005,3
99213,Mark,Michelle,2007,2
99214,Mark,Michelle,2009,2
99215,Mark,Michelle,2011,5
99216,Mark,Michelle,2012,8
99217,Mark,Michelle,2013,1
99218,Mark,Michelle,2014,2
99219,Mark,Patricia,1968,2
99220,Mark,Patricia,1969,1
99221,Mark,Patricia,1970,2
99222,Mark,Patricia,1971,3
99223,Mark,Patricia,1972,3
99224,Mark,Patricia,1973,1
99225,Mark,Patricia,1974,5
99226,Mark,Patricia,1975,5
99227,Mark,Patricia,1976,2
99228,Mark,Patricia,1977,3
99229,Mark,Patricia,1978,3
99230,Mark,Patricia,1979,9
99231,Mark,Patricia,1980,6
99232,Mark,Patricia,1981,4
99233,Mark,Patricia,1982,8
99234,Mark,Patricia,1983,16
99235,Mark,Patricia,1984,5
99236,Mark,Patricia,1985,3
99237,Mark,Patricia,1986,5
99238,Mark,Patricia,1987,2
99239,Mark,Patricia,1988,9
99240,Mark,Patricia,1989,12
99241,Mark,Patricia,1990,6
99242,Mark,Patricia,1991,8
99243,Mark,Patricia,1992,2
99244,Mark,Patricia,1993,3
99245,Mark,Patricia,1994,4
99246,Mark,Patricia,1995,4
99247,Mark,Patricia,1996,3
99248,Mark,Patricia,1997,3
99249,Mark,Patricia,1998,2
99250,Mark,Patricia,1999,4
99251,Mark,Patricia,2000,4
99252,Mark,Patricia,2001,4
99253,Mark,Patricia,2003,2
99254,Mark,Patricia,2004,2
99255,Mark,Patricia,2005,6
99256,Mark,Patricia,2008,4
99257,Mark,Patricia,2010,7
99258,Mark,Patricia,2011,1
99259,Mark,Patricia,2013,2
99260,Mark,Susan,1968,5
99261,Mark,Susan,1969,1
99262,Mark,Susan,1970,2
99263,Mark,Susan,1971,5
99264,Mark,Susan,1972,2
99265,Mark,Susan,1973,3
99266,Mark,Susan,1974,5
99267,Mark,Susan,1975,8
99268,Mark,Susan,1976,5
99269,Mark,Susan,1977,10
99270,Mark,Susan,1978,6
99271,Mark,Susan,1979,10
99272,Mark,Susan,1980,8
99273,Mark,Susan,1981,7
99274,Mark,Susan,1982,14
99275,Mark,Susan,1983,14
99276,Mark,Susan,1984,11
99277,Mark,Susan,1985,6
99278,Mark,Susan,1986,13
99279,Mark,Susan,1987,6
99280,Mark,Susan,1988,10
99281,Mark,Susan,1989,23
99282,Mark,Susan,1990,10
99283,Mark,Susan,1991,6
99284,Mark,Susan,1992,13
99285,Mark,Susan,1993,4
99286,Mark,Susan,1994,4
99287,Mark,Susan,1995,2
99288,Mark,Susan,1996,6
99289,Mark,Susan,1997,6
99290,Mark,Susan,1998,10
99291,Mark,Susan,1999,4
99292,Mark,Susan,2000,7
99293,Mark,Susan,2001,3
99294,Mark,Susan,2002,4
99295,Mark,Susan,2003,5
99296,Mark,Susan,2004,2
99297,Mark,Susan,2005,2
99298,Mark,Susan,2007,4
99299,Mark,Susan,2008,10
99300,Mark,Susan,2009,4
99301,Mark,Susan,2010,2
99302,Mark,Susan,2011,3
99303,Mark,Susan,2012,3
99304,Markus,Melissa,1996,2
99305,Markus,Melissa,1999,2
99306,Markus,Melissa,2003,2
99307,Marla,Christopher,1968,1
99308,Marla,Christopher,1986,1
99309,Marla,Christopher,1989,2
99310,Marla,Christopher,1995,4
99311,Marla,Christopher,2013,2
99312,Marla,Daniel,1974,1
99313,Marla,Daniel,1977,1
99314,Marla,Daniel,1982,2
99315,Marla,Daniel,1988,1
99316,Marla,Daniel,1989,1
99317,Marla,Daniel,1994,2
99318,Marla,Daniel,2004,1
99319,Marla,David,1970,1
99320,Marla,David,1973,1
99321,Marla,David,1974,1
99322,Marla,David,1978,1
99323,Marla,David,1983,3
99324,Marla,David,1985,1
99325,Marla,David,1988,1
99326,Marla,David,1989,4
99327,Marla,David,1990,2
99328,Marla,David,1992,2
99329,Marla,David,1993,2
99330,Marla,David,1995,2
99331,Marla,David,1997,2
99332,Marla,David,1999,1
99333,Marla,David,2001,2
99334,Marla,David,2003,2
99335,Marla,David,2009,2
99336,Marla,David,2010,2
99337,Marla,David,2012,2
99338,Marla,Donald,1968,1
99339,Marla,Donald,1969,1
99340,Marla,Donald,1973,2
99341,Marla,Donald,1991,2
99342,Marla,Donald,2001,2
99343,Marla,Donald,2006,2
99344,Marla,James,1972,3
99345,Marla,James,1981,2
99346,Marla,James,1989,2
99347,Marla,James,1994,2
99348,Marla,James,1999,1
99349,Marla,James,2006,2
99350,Marla,James,2013,2
99351,Marla,John,1972,1
99352,Marla,John,1980,2
99353,Marla,John,1981,2
99354,Marla,John,1982,2
99355,Marla,John,1983,2
99356,Marla,John,1989,3
99357,Marla,John,1992,6
99358,Marla,John,1993,2
99359,Marla,John,2006,2
99360,Marla,Mark,1980,2
99361,Marla,Mark,1983,2
99362,Marla,Mark,1985,1
99363,Marla,Mark,1989,2
99364,Marla,Mark,1990,1
99365,Marla,Mark,1991,1
99366,Marla,Mark,1995,1
99367,Marla,Mark,2002,2
99368,Marla,Mark,2006,2
99369,Marla,Mark,2009,2
99370,Marla,Mark,2012,2
99371,Marla,Martin,1979,2
99372,Marla,Martin,1987,1
99373,Marla,Martin,1995,4
99374,Marla,Martin,1998,2
99375,Marla,Michael,1973,1
99376,Marla,Michael,1975,1
99377,Marla,Michael,1976,1
99378,Marla,Michael,1978,1
99379,Marla,Michael,1979,2
99380,Marla,Michael,1980,2
99381,Marla,Michael,1981,5
99382,Marla,Michael,1983,2
99383,Marla,Michael,1989,1
99384,Marla,Michael,1990,3
99385,Marla,Michael,1991,1
99386,Marla,Michael,1992,2
99387,Marla,Michael,1994,4
99388,Marla,Michael,1995,1
99389,Marla,Michael,1996,1
99390,Marla,Michael,2002,2
99391,Marla,Michael,2013,2
99392,Marla,Patrick,1969,1
99393,Marla,Patrick,1972,1
99394,Marla,Patrick,1989,6
99395,Marla,Patrick,1998,2
99396,Marla,Patrick,2011,2
99397,Marla,Paul,1971,1
99398,Marla,Paul,1980,2
99399,Marla,Paul,1989,3
99400,Marla,Paul,1990,1
99401,Marla,Paul,1992,2
99402,Marla,Richard,1970,1
99403,Marla,Richard,1974,1
99404,Marla,Richard,1976,1
99405,Marla,Richard,1980,2
99406,Marla,Richard,1985,1
99407,Marla,Richard,1997,1
99408,Marla,Richard,1999,2
99409,Marla,Richard,2002,2
99410,Marla,Richard,2003,2
99411,Marla,Steven,1971,1
99412,Marla,Steven,1979,1
99413,Marla,Steven,1989,1
99414,Marla,Steven,1998,2
99415,Marla,Steven,2000,2
99416,Marla,Steven,2001,2
99417,Marla,Steven,2002,2
99418,Marla,Steven,2006,2
99419,Marla,Thomas,1976,1
99420,Marla,Thomas,1981,2
99421,Marla,Thomas,1985,1
99422,Marla,Thomas,1989,1
99423,Marla,Thomas,1991,3
99424,Marla,Thomas,1993,2
99425,Marla,Thomas,1996,2
99426,Marla,William,1968,1
99427,Marla,William,1971,1
99428,Marla,William,1972,1
99429,Marla,William,1973,2
99430,Marla,William,1974,1
99431,Marla,William,1975,1
99432,Marla,William,1976,1
99433,Marla,William,1977,1
99434,Marla,William,1984,2
99435,Marla,William,1987,1
99436,Marla,William,1989,1
99437,Marla,William,2004,2
99438,Marlene,Charles,1969,2
99439,Marlene,Charles,1972,1
99440,Marlene,Charles,1979,2
99441,Marlene,Charles,1980,2
99442,Marlene,Charles,1984,1
99443,Marlene,Charles,1985,1
99444,Marlene,Charles,1987,1
99445,Marlene,Charles,1988,2
99446,Marlene,Charles,1989,3
99447,Marlene,Charles,1990,2
99448,Marlene,Charles,1999,2
99449,Marlene,David,1968,1
99450,Marlene,David,1970,1
99451,Marlene,David,1974,2
99452,Marlene,David,1975,2
99453,Marlene,David,1978,1
99454,Marlene,David,1979,2
99455,Marlene,David,1980,4
99456,Marlene,David,1981,2
99457,Marlene,David,1984,1
99458,Marlene,David,1986,2
99459,Marlene,David,1987,1
99460,Marlene,David,1993,1
99461,Marlene,David,2010,2
99462,Marlene,David,2011,2
99463,Marlene,David,2014,2
99464,Marlene,Donald,1969,2
99465,Marlene,Donald,1974,2
99466,Marlene,Donald,1975,1
99467,Marlene,Donald,1976,1
99468,Marlene,Donald,1977,2
99469,Marlene,Donald,1978,2
99470,Marlene,Donald,1980,2
99471,Marlene,Donald,1983,2
99472,Marlene,Donald,1985,1
99473,Marlene,Donald,1986,1
99474,Marlene,Donald,1990,2
99475,Marlene,Donald,1995,1
99476,Marlene,Donald,1996,2
99477,Marlene,Gerald,1968,1
99478,Marlene,Gerald,1969,1
99479,Marlene,Gerald,1971,2
99480,Marlene,Gerald,1977,1
99481,Marlene,Gerald,1982,2
99482,Marlene,Gerald,1986,1
99483,Marlene,Gerald,1995,2
99484,Marlene,Gerald,1999,2
99485,Marlene,James,1968,1
99486,Marlene,James,1969,3
99487,Marlene,James,1970,3
99488,Marlene,James,1971,3
99489,Marlene,James,1972,1
99490,Marlene,James,1973,1
99491,Marlene,James,1975,1
99492,Marlene,James,1977,1
99493,Marlene,James,1978,1
99494,Marlene,James,1979,4
99495,Marlene,James,1980,2
99496,Marlene,James,1984,3
99497,Marlene,James,1988,2
99498,Marlene,James,1989,4
99499,Marlene,James,1990,6
99500,Marlene,James,1995,2
99501,Marlene,James,1997,2
99502,Marlene,James,1998,1
99503,Marlene,James,2007,4
99504,Marlene,John,1970,2
99505,Marlene,John,1972,1
99506,Marlene,John,1974,3
99507,Marlene,John,1976,2
99508,Marlene,John,1977,3
99509,Marlene,John,1983,4
99510,Marlene,John,1984,3
99511,Marlene,John,1985,1
99512,Marlene,John,1987,2
99513,Marlene,John,1988,2
99514,Marlene,John,1989,1
99515,Marlene,John,1990,2
99516,Marlene,John,1993,2
99517,Marlene,John,2000,2
99518,Marlene,Kenneth,1975,1
99519,Marlene,Kenneth,1976,1
99520,Marlene,Kenneth,1977,1
99521,Marlene,Kenneth,1978,2
99522,Marlene,Kenneth,1979,2
99523,Marlene,Kenneth,1980,2
99524,Marlene,Kenneth,1982,2
99525,Marlene,Kenneth,1988,1
99526,Marlene,Kenneth,2002,2
99527,Marlene,Kenneth,2013,2
99528,Marlene,Michael,1969,1
99529,Marlene,Michael,1970,1
99530,Marlene,Michael,1971,1
99531,Marlene,Michael,1972,1
99532,Marlene,Michael,1973,1
99533,Marlene,Michael,1974,1
99534,Marlene,Michael,1977,1
99535,Marlene,Michael,1978,1
99536,Marlene,Michael,1980,4
99537,Marlene,Michael,1982,1
99538,Marlene,Michael,1989,6
99539,Marlene,Michael,1991,2
99540,Marlene,Michael,1993,2
99541,Marlene,Michael,1997,1
99542,Marlene,Michael,1998,6
99543,Marlene,Michael,2007,2
99544,Marlene,Richard,1969,1
99545,Marlene,Richard,1970,2
99546,Marlene,Richard,1971,2
99547,Marlene,Richard,1972,1
99548,Marlene,Richard,1973,3
99549,Marlene,Richard,1975,1
99550,Marlene,Richard,1977,1
99551,Marlene,Richard,1978,1
99552,Marlene,Richard,1979,2
99553,Marlene,Richard,1981,2
99554,Marlene,Richard,1982,2
99555,Marlene,Richard,1983,2
99556,Marlene,Richard,1985,2
99557,Marlene,Richard,1986,1
99558,Marlene,Richard,1991,2
99559,Marlene,Richard,1996,2
99560,Marlene,Richard,1999,2
99561,Marlene,Richard,2009,2
99562,Marlene,Robert,1968,3
99563,Marlene,Robert,1969,1
99564,Marlene,Robert,1971,2
99565,Marlene,Robert,1972,1
99566,Marlene,Robert,1973,1
99567,Marlene,Robert,1975,1
99568,Marlene,Robert,1976,2
99569,Marlene,Robert,1977,2
99570,Marlene,Robert,1978,1
99571,Marlene,Robert,1979,3
99572,Marlene,Robert,1981,2
99573,Marlene,Robert,1982,2
99574,Marlene,Robert,1983,2
99575,Marlene,Robert,1984,1
99576,Marlene,Robert,1987,1
99577,Marlene,Robert,1988,3
99578,Marlene,Robert,1996,4
99579,Marlene,Robert,1997,4
99580,Marlene,Robert,2000,6
99581,Marlene,Robert,2003,2
99582,Marlene,Robert,2007,2
99583,Marlene,Robert,2011,2
99584,Marlene,Robert,2013,2
99585,Marlene,Roger,1968,1
99586,Marlene,Roger,1969,1
99587,Marlene,Roger,1970,1
99588,Marlene,Roger,1982,2
99589,Marlene,Roger,1984,2
99590,Marlene,Roger,1988,1
99591,Marlene,Roger,1989,6
99592,Marlene,Roger,1991,2
99593,Marlene,Roger,1994,2
99594,Marlene,Ronald,1968,1
99595,Marlene,Ronald,1969,1
99596,Marlene,Ronald,1970,1
99597,Marlene,Ronald,1973,1
99598,Marlene,Ronald,1974,1
99599,Marlene,Ronald,1975,1
99600,Marlene,Ronald,1979,2
99601,Marlene,Ronald,1980,4
99602,Marlene,Ronald,1981,2
99603,Marlene,Ronald,1982,2
99604,Marlene,Ronald,1992,1
99605,Marlene,Ronald,1993,2
99606,Marlene,Ronald,1997,2
99607,Marlene,Thomas,1977,1
99608,Marlene,Thomas,1981,5
99609,Marlene,Thomas,1990,3
99610,Marlene,Thomas,1991,2
99611,Marlene,Thomas,2000,2
99612,Marlene,Timothy,1970,1
99613,Marlene,Timothy,1971,1
99614,Marlene,Timothy,1982,2
99615,Marlene,Timothy,1983,2
99616,Marlene,Timothy,1984,1
99617,Marlene,Timothy,1987,1
99618,Marlene,Timothy,1989,3
99619,Marlene,Timothy,1990,2
99620,Marlene,Timothy,1997,2
99621,Marlene,Timothy,2002,2
99622,Marlene,William,1968,5
99623,Marlene,William,1969,3
99624,Marlene,William,1971,1
99625,Marlene,William,1972,1
99626,Marlene,William,1973,1
99627,Marlene,William,1974,1
99628,Marlene,William,1976,1
99629,Marlene,William,1977,1
99630,Marlene,William,1978,1
99631,Marlene,William,1979,4
99632,Marlene,William,1980,2
99633,Marlene,William,1981,2
99634,Marlene,William,1983,2
99635,Marlene,William,1989,3
99636,Marlene,William,1991,2
99637,Marlene,William,1999,2
99638,Marlene,William,2000,1
99639,Marlene,William,2003,4
99640,Marlene,William,2007,2
99641,Marlene,William,2009,2
99642,Marlo,David,1990,2
99643,Marlo,David,1998,2
99644,Marlo,David,2008,2
99645,Marlo,John,1994,2
99646,Marlo,John,1996,2
99647,Marlo,John,1997,2
99648,Marlo,Michael,1995,2
99649,Marlo,Michael,1997,2
99650,Marlo,Michael,2007,2
99651,Marlo,Thomas,1990,2
99652,Marlo,Thomas,1994,2
99653,Marlo,Thomas,1997,2
99654,Marlon,Elizabeth,2002,2
99655,Marlon,Elizabeth,2009,2
99656,Marlon,Elizabeth,2011,2
99657,Marlys,Charles,1987,1
99658,Marlys,Charles,1989,3
99659,Marlys,Charles,2000,2
99660,Marlys,Mark,1982,2
99661,Marlys,Mark,1983,2
99662,Marlys,Mark,1992,2
99663,Marlys,Robert,1971,1
99664,Marlys,Robert,1977,1
99665,Marlys,Robert,1978,1
99666,Marlys,Robert,1989,3
99667,Marlys,Robert,2003,2
99668,Marni,Michael,1985,1
99669,Marni,Michael,1986,1
99670,Marni,Michael,1998,1
99671,Marni,Michael,1999,1
99672,Marni,Michael,2000,1
99673,Marni,Michael,2002,2
99674,Marni,Robert,1991,2
99675,Marni,Robert,1995,2
99676,Marni,Robert,2001,2
99677,Marnie,David,1976,1
99678,Marnie,David,1988,1
99679,Marnie,David,1995,3
99680,Marnie,David,1996,1
99681,Marnie,David,1997,1
99682,Marnie,David,1999,2
99683,Marnie,David,2005,2
99684,Marnie,David,2006,2
99685,Marnie,David,2008,2
99686,Marnie,Michael,1970,1
99687,Marnie,Michael,1988,1
99688,Marnie,Michael,1995,2
99689,Marnie,Michael,2002,2
99690,Marnie,Robert,1987,1
99691,Marnie,Robert,1989,3
99692,Marnie,Robert,1991,2
99693,Marsha,Charles,1969,1
99694,Marsha,Charles,1972,1
99695,Marsha,Charles,1976,1
99696,Marsha,Charles,1977,1
99697,Marsha,Charles,1978,1
99698,Marsha,Charles,1982,2
99699,Marsha,Charles,1989,3
99700,Marsha,Charles,1995,2
99701,Marsha,Charles,2015,1
99702,Marsha,David,1969,4
99703,Marsha,David,1970,4
99704,Marsha,David,1971,1
99705,Marsha,David,1972,1
99706,Marsha,David,1973,3
99707,Marsha,David,1975,1
99708,Marsha,David,1976,2
99709,Marsha,David,1978,2
99710,Marsha,David,1979,2
99711,Marsha,David,1981,2
99712,Marsha,David,1985,1
99713,Marsha,David,1987,1
99714,Marsha,David,1988,2
99715,Marsha,David,1990,3
99716,Marsha,David,1991,4
99717,Marsha,David,1996,1
99718,Marsha,David,1997,3
99719,Marsha,David,1999,2
99720,Marsha,David,2001,2
99721,Marsha,David,2004,2
99722,Marsha,David,2006,2
99723,Marsha,David,2007,2
99724,Marsha,Donald,1968,1
99725,Marsha,Donald,1971,3
99726,Marsha,Donald,1972,1
99727,Marsha,Donald,1978,1
99728,Marsha,Donald,1985,1
99729,Marsha,Donald,1989,1
99730,Marsha,Donald,1990,1
99731,Marsha,Donald,1991,2
99732,Marsha,Donald,1992,2
99733,Marsha,Donald,1995,2
99734,Marsha,Donald,1999,1
99735,Marsha,Gary,1969,1
99736,Marsha,Gary,1972,1
99737,Marsha,Gary,1977,1
99738,Marsha,Gary,1979,2
99739,Marsha,Gary,1981,2
99740,Marsha,Gary,1982,2
99741,Marsha,Gary,1983,2
99742,Marsha,Gary,1988,1
99743,Marsha,James,1968,2
99744,Marsha,James,1969,2
99745,Marsha,James,1972,2
99746,Marsha,James,1973,2
99747,Marsha,James,1974,1
99748,Marsha,James,1977,1
99749,Marsha,James,1983,2
99750,Marsha,James,1985,1
99751,Marsha,James,1988,1
99752,Marsha,James,1990,3
99753,Marsha,James,1991,1
99754,Marsha,James,1993,1
99755,Marsha,James,2000,2
99756,Marsha,James,2002,2
99757,Marsha,John,1968,1
99758,Marsha,John,1971,2
99759,Marsha,John,1973,1
99760,Marsha,John,1974,1
99761,Marsha,John,1978,4
99762,Marsha,John,1980,2
99763,Marsha,John,1981,2
99764,Marsha,John,1982,4
99765,Marsha,John,1983,4
99766,Marsha,John,1984,1
99767,Marsha,John,1993,2
99768,Marsha,John,1994,1
99769,Marsha,John,2012,2
99770,Marsha,Joseph,1968,1
99771,Marsha,Joseph,1975,1
99772,Marsha,Joseph,1981,2
99773,Marsha,Joseph,1985,1
99774,Marsha,Joseph,1990,3
99775,Marsha,Joseph,1991,1
99776,Marsha,Joseph,2004,2
99777,Marsha,Mark,1970,1
99778,Marsha,Mark,1975,1
99779,Marsha,Mark,1976,1
99780,Marsha,Mark,1979,1
99781,Marsha,Mark,1981,2
99782,Marsha,Mark,1984,2
99783,Marsha,Mark,1988,1
99784,Marsha,Mark,1990,2
99785,Marsha,Mark,1993,4
99786,Marsha,Mark,1994,1
99787,Marsha,Mark,2003,2
99788,Marsha,Michael,1970,1
99789,Marsha,Michael,1971,1
99790,Marsha,Michael,1975,2
99791,Marsha,Michael,1979,1
99792,Marsha,Michael,1981,3
99793,Marsha,Michael,1982,4
99794,Marsha,Michael,1988,1
99795,Marsha,Michael,1992,1
99796,Marsha,Michael,1995,3
99797,Marsha,Michael,2001,2
99798,Marsha,Paul,1968,1
99799,Marsha,Paul,1969,1
99800,Marsha,Paul,1980,2
99801,Marsha,Paul,1983,2
99802,Marsha,Paul,1986,2
99803,Marsha,Paul,1992,1
99804,Marsha,Paul,1995,2
99805,Marsha,Richard,1971,1
99806,Marsha,Richard,1972,1
99807,Marsha,Richard,1974,1
99808,Marsha,Richard,1975,1
99809,Marsha,Richard,1976,1
99810,Marsha,Richard,1977,2
99811,Marsha,Richard,1978,4
99812,Marsha,Richard,1979,3
99813,Marsha,Richard,1981,2
99814,Marsha,Richard,1985,1
99815,Marsha,Richard,1986,1
99816,Marsha,Richard,1987,1
99817,Marsha,Richard,1990,2
99818,Marsha,Richard,1991,2
99819,Marsha,Richard,2004,1
99820,Marsha,Richard,2005,1
99821,Marsha,Robert,1968,1
99822,Marsha,Robert,1969,2
99823,Marsha,Robert,1970,3
99824,Marsha,Robert,1971,1
99825,Marsha,Robert,1972,1
99826,Marsha,Robert,1974,2
99827,Marsha,Robert,1977,1
99828,Marsha,Robert,1978,2
99829,Marsha,Robert,1982,2
99830,Marsha,Robert,1983,2
99831,Marsha,Robert,1985,1
99832,Marsha,Robert,1988,2
99833,Marsha,Robert,1989,2
99834,Marsha,Robert,1997,2
99835,Marsha,Robert,2000,1
99836,Marsha,Robert,2006,2
99837,Marsha,Stephen,1970,1
99838,Marsha,Stephen,1971,1
99839,Marsha,Stephen,1979,2
99840,Marsha,Stephen,1988,1
99841,Marsha,Stephen,2001,2
99842,Marsha,Stephen,2003,2
99843,Marsha,Stephen,2011,2
99844,Marsha,Steven,1968,1
99845,Marsha,Steven,1972,2
99846,Marsha,Steven,1975,1
99847,Marsha,Steven,1976,1
99848,Marsha,Steven,1980,2
99849,Marsha,Steven,1982,2
99850,Marsha,Steven,1990,1
99851,Marsha,Steven,2002,1
99852,Marsha,Steven,2006,1
99853,Marsha,Steven,2007,1
99854,Marsha,William,1968,1
99855,Marsha,William,1969,1
99856,Marsha,William,1970,1
99857,Marsha,William,1971,2
99858,Marsha,William,1972,1
99859,Marsha,William,1973,1
99860,Marsha,William,1975,1
99861,Marsha,William,1980,2
99862,Marsha,William,1986,1
99863,Marsha,William,1996,1
99864,Marsha,William,1998,2
99865,Marsha,William,2005,2
99866,Marsha,William,2006,2
99867,Marshall,Amy,1997,2
99868,Marshall,Amy,2000,2
99869,Marshall,Amy,2004,1
99870,Marshall,Amy,2005,2
99871,Marshall,Angela,1971,1
99872,Marshall,Angela,1991,2
99873,Marshall,Angela,2008,2
99874,Marshall,Angela,2009,2
99875,Marshall,Carol,1970,1
99876,Marshall,Carol,1973,1
99877,Marshall,Carol,1977,1
99878,Marshall,Carol,1980,2
99879,Marshall,Carol,1998,2
99880,Marshall,Deborah,1973,1
99881,Marshall,Deborah,1976,1
99882,Marshall,Deborah,1978,1
99883,Marshall,Deborah,1979,2
99884,Marshall,Deborah,1991,2
99885,Marshall,Deborah,2000,2
99886,Marshall,Jennifer,1991,2
