Spouse_A_First_Name,Spouse_B_First_Name,counts
Karla,Michael,33
Karla,John,27
Karla,Thomas,26
Karla,James,22
Karla,Robert,18
Karla,Richard,18
Karla,Jose,15
Karla,Juan,14
Karla,Mark,14
Karla,Daniel,14
Karla,Joseph,13
Karla,Christopher,12
Karla,Steven,11
Karla,Gregory,11
Karlene,Robert,8
Karlene,Steven,6
Karli,Matthew,6
Karlyn,John,6
Karol,David,10
Karol,Robert,8
Karol,Michael,8
Karol,Stephen,6
Karol,Richard,6
Karol,Kenneth,6
Karol,Daniel,6
Karolyn,John,7
Karri,Michael,6
Karrie,Mark,10
Karrie,Steven,7
Karrie,Donald,7
Karrie,John,7
Karyn,Robert,13
Karyn,James,11
Karyn,David,10
Karyn,William,9
Karyn,Michael,9
Karyn,Mark,9
Karyn,Jeffrey,8
Karyn,Christopher,6
Karyn,John,6
Kasey,Nicholas,6
Kasey,Tyler,6
Kasey,Michael,6
Kassandra,Michael,6
Katarzyna,John,6
Kate,Michael,14
Kate,John,11
Kate,Robert,11
Kate,Mark,11
Kate,Jonathan,9
Kate,Aaron,8
Kate,Brian,8
Kate,Ryan,8
Kate,Daniel,7
Kate,Andrew,6
Kate,Peter,6
Kate,James,6
Kate,Jason,6
Katelyn,Michael,6
Katelyn,John,6
Katharine,David,18
Katharine,Michael,17
Katharine,John,13
Katharine,Anthony,10
Katharine,Thomas,9
Katharine,Steven,8
Katharine,Brian,8
Katharine,Mark,8
Katharine,Robert,8
Katharine,Jeffrey,8
Katharine,Jason,7
Katharine,James,7
Katharine,William,6
Katharine,Peter,6
Katharine,Paul,6
Katherine,Michael,201
Katherine,John,196
Katherine,David,188
Katherine,James,152
Katherine,Robert,138
Katherine,William,115
Katherine,Christopher,103
Katherine,Thomas,93
Katherine,Richard,84
Katherine,Daniel,79
Katherine,Mark,75
Katherine,Andrew,75
Katherine,Matthew,74
Katherine,Jeffrey,69
Katherine,Paul,69
Katheryn,James,7
Kathi,Robert,9
Kathi,Kevin,9
Kathi,John,8
Kathi,James,7
Kathi,Jeffrey,6
Kathie,James,8
Kathie,Robert,7
Kathie,Richard,7
Kathie,Paul,6
Kathie,Michael,6
Kathleen,Michael,404
Kathleen,John,339
Kathleen,Robert,329
Kathleen,David,323
Kathleen,James,315
Kathleen,Richard,264
Kathleen,William,229
Kathleen,Steven,158
Kathleen,Mark,155
Kathleen,Thomas,146
Kathleen,Ronald,121
Kathleen,Donald,119
Kathleen,Paul,108
Kathleen,Joseph,108
Kathleen,Charles,106
Kathlene,Gary,7
Kathrin,Jason,6
Kathrine,Thomas,8
Kathrine,Michael,7
Kathrine,James,6
Kathryn,Michael,223
Kathryn,David,181
Kathryn,John,148
Kathryn,Robert,144
Kathryn,James,143
Kathryn,Richard,96
Kathryn,William,93
Kathryn,Mark,87
Kathryn,Steven,80
Kathryn,Daniel,75
Kathryn,Thomas,74
Kathryn,Scott,66
Kathryn,Paul,65
Kathryn,Brian,64
Kathryn,Stephen,63
Kathy,Michael,92
Kathy,Robert,78
Kathy,David,73
Kathy,James,71
Kathy,John,64
Kathy,William,55
Kathy,Richard,50
Kathy,Mark,44
Kathy,Thomas,42
Kathy,Steven,39
Kathy,Paul,36
Kathy,Ronald,35
Kathy,Joseph,35
Kathy,Donald,33
Kathy,Charles,27
Katie,Michael,46
Katie,David,30
Katie,Ryan,26
Katie,Scott,25
Katie,Matthew,25
Katie,Christopher,23
Katie,Andrew,22
Katie,Brian,20
Katie,James,20
Katie,Jason,20
Katie,Jeffrey,18
Katie,Daniel,17
Katie,Joshua,17
Katie,Robert,17
Katie,John,17
Katrina,David,34
Katrina,Michael,33
Katrina,Robert,26
Katrina,Daniel,23
Katrina,Anthony,19
Katrina,John,17
Katrina,Steven,17
Katrina,Christopher,17
Katrina,Jeffrey,16
Katrina,Mark,16
Katrina,Kevin,15
Katrina,William,14
Katrina,James,14
Katrina,Matthew,14
Katrina,Paul,13
Katy,Jesse,6
Katy,James,6
Katy,Christopher,6
Kay,Richard,41
Kay,John,36
Kay,James,34
Kay,David,30
Kay,Michael,25
Kay,Robert,23
Kay,William,21
Kay,Stephen,19
Kay,Donald,18
Kay,Mark,15
Kay,Jeffrey,13
Kay,Joseph,13
Kay,Thomas,13
Kay,Steven,13
Kay,Paul,12
Kaye,Robert,6
Kaye,James,6
Kaye,Thomas,6
Kayla,Brian,12
Kayla,David,12
Kayla,Michael,11
Kayla,Christopher,10
Kayla,James,8
Kayla,Stephen,8
Kayla,Ryan,7
Kayla,Joshua,7
Kayla,Anthony,7
Kayla,Matthew,6
Kayla,Kenneth,6
Kayla,Thomas,6
Kayla,Jeffrey,6
Kayla,Adam,6
Kayla,Benjamin,6
Keiko,Michael,11
Keiko,David,9
Keiko,James,7
Keiko,Bryan,6
Keith,Karen,62
Keith,Lisa,58
Keith,Susan,57
Keith,Mary,55
Keith,Linda,50
Keith,Jennifer,49
Keith,Patricia,42
Keith,Barbara,40
Keith,Julie,38
Keith,Deborah,35
Keith,Debra,35
Keith,Elizabeth,31
Keith,Kathleen,30
Keith,Michelle,29
Keith,Diana,28
Kellee,John,6
Kelley,Michael,20
Kelley,John,18
Kelley,Mark,17
Kelley,Paul,14
Kelley,David,13
Kelley,Robert,11
Kelley,Kenneth,10
Kelley,Kevin,10
Kelley,Stephen,9
Kelley,William,8
Kelley,Andrew,8
Kelley,Joseph,7
Kelley,Gary,7
Kelley,Timothy,7
Kelley,Gregory,6
Kelli,Michael,44
Kelli,Robert,30
Kelli,Brian,27
Kelli,James,27
Kelli,Daniel,25
Kelli,Jeffrey,23
Kelli,Christopher,22
Kelli,Richard,22
Kelli,John,21
Kelli,Mark,17
Kelli,David,16
Kelli,William,14
Kelli,Matthew,14
Kelli,Charles,12
Kelli,Eric,12
Kellie,David,31
Kellie,James,25
Kellie,Robert,22
Kellie,Michael,21
Kellie,Steven,17
Kellie,Christopher,16
Kellie,Jeffrey,16
Kellie,William,14
Kellie,Richard,13
Kellie,Mark,12
Kellie,John,12
Kellie,Kevin,10
Kellie,Matthew,9
Kellie,Daniel,9
Kellie,Timothy,9
Kelly,Michael,172
Kelly,John,148
Kelly,David,139
Kelly,James,126
Kelly,Robert,115
Kelly,Steven,85
Kelly,Scott,83
Kelly,Richard,81
Kelly,Brian,79
Kelly,Christopher,79
Kelly,Mark,75
Kelly,Jason,73
Kelly,Thomas,68
Kelly,William,67
Kelly,Matthew,67
Kelsey,Andrew,18
Kelsey,Kyle,17
Kelsey,Ryan,16
Kelsey,Christopher,16
Kelsey,John,16
Kelsey,Matthew,14
Kelsey,Aaron,14
Kelsey,Benjamin,14
Kelsey,Zachary,13
Kelsey,Michael,13
Kelsey,Sean,12
Kelsey,Joshua,11
Kelsey,Daniel,10
Kelsey,David,10
Kelsey,Scott,10
Ken,Linda,10
Ken,Karen,7
Ken,Jennifer,7
Ken,Amanda,7
Ken,Lisa,7
Ken,Amy,6
Ken,Patricia,6
Ken,Sandra,6
Kendall,Andrew,6
Kendall,David,6
Kendall,Ryan,6
Kendra,Michael,18
Kendra,David,13
Kendra,John,12
Kendra,James,11
Kendra,Timothy,10
Kendra,Brian,10
Kendra,Robert,9
Kendra,Daniel,9
Kendra,Thomas,8
Kendra,Jonathan,8
Kendra,Scott,7
Kendra,Sean,6
Kendra,Donald,6
Kendra,Eric,6
Kendra,Aaron,6
Kenneth,Mary,207
Kenneth,Linda,165
Kenneth,Susan,159
Kenneth,Patricia,155
Kenneth,Karen,116
Kenneth,Barbara,112
Kenneth,Pamela,110
Kenneth,Nancy,104
Kenneth,Deborah,100
Kenneth,Lisa,93
Kenneth,Elizabeth,91
Kenneth,Sandra,91
Kenneth,Carol,89
Kenneth,Jennifer,87
Kenneth,Cynthia,82
Kenny,Ai,6
Kent,Mary,20
Kent,Susan,15
Kent,Deborah,14
Kent,Julie,12
Kent,Barbara,10
Kent,Carolyn,10
Kent,Amy,10
Kent,Lisa,10
Kent,Linda,10
Kent,Anne,9
Kent,Pamela,9
Kent,Michelle,9
Kent,Christine,8
Kent,Jennifer,8
Kent,Patricia,8
Keri,David,21
Keri,Michael,19
Keri,John,15
Keri,Mark,14
Keri,Robert,12
Keri,Richard,12
Keri,Christopher,10
Keri,Andrew,9
Keri,Sean,9
Keri,Justin,8
Keri,Jeremy,8
Keri,Jeffrey,8
Keri,Kevin,8
Keri,William,7
Keri,Scott,7
Kerri,Michael,21
Kerri,David,19
Kerri,Eric,13
Kerri,Thomas,11
Kerri,Ronald,11
Kerri,Daniel,11
Kerri,Robert,10
Kerri,John,10
Kerri,Christopher,9
Kerri,Steven,9
Kerri,James,8
Kerri,Timothy,8
Kerri,Richard,8
Kerri,William,6
Kerrie,David,8
Kerrie,Michael,6
Kerrie,John,6
Kerrie,Scott,6
Kerry,Michael,50
Kerry,Robert,34
Kerry,John,33
Kerry,Jeffrey,26
Kerry,Steven,24
Kerry,David,22
Kerry,Mark,21
Kerry,Thomas,15
Kerry,James,15
Kerry,Jason,12
Kerry,William,12
Kerry,Mary,12
Kerry,Linda,12
Kerry,Christopher,11
Kerry,Richard,11
Kerstin,David,7
Kevin,Jennifer,164
Kevin,Susan,146
Kevin,Mary,132
Kevin,Lisa,115
Kevin,Julie,99
Kevin,Michelle,91
Kevin,Karen,86
Kevin,Elizabeth,86
Kevin,Sarah,85
Kevin,Kimberly,85
Kevin,Deborah,83
Kevin,Laura,72
Kevin,Christine,66
Kevin,Amy,66
Kevin,Patricia,65
Khanh,Phuong,12
Khanh,Van,8
Khanh,Tuan,7
Khanh,Kim,6
Khanh,Thuy,6
Khoa,Thuy,10
Khoa,Kim,7
Kia,Joseph,7
Kiersten,David,6
Kieu,Tuan,6
Kieu,William,6
Kim,David,82
Kim,John,76
Kim,Michael,72
Kim,Robert,71
Kim,Mark,53
Kim,James,48
Kim,William,46
Kim,Richard,43
Kim,Steven,43
Kim,Paul,36
Kim,Christopher,35
Kim,Joseph,32
Kim,Jeffrey,31
Kim,Scott,29
Kim,Gary,28
Kimberlee,John,20
Kimberlee,David,16
Kimberlee,Michael,15
Kimberlee,Jeffrey,13
Kimberlee,Steven,12
Kimberlee,Bradley,10
Kimberlee,Kevin,10
Kimberlee,James,9
Kimberlee,Timothy,8
Kimberlee,Thomas,7
Kimberlee,William,7
Kimberlee,Keith,7
Kimberlee,Douglas,7
Kimberlee,Christopher,6
Kimberlee,Robert,6
Kimberley,James,26
Kimberley,John,24
Kimberley,David,18
Kimberley,Scott,18
Kimberley,Brian,17
Kimberley,Joseph,15
Kimberley,Richard,15
Kimberley,Robert,13
Kimberley,Steven,12
Kimberley,Christopher,11
Kimberley,William,10
Kimberley,Michael,9
Kimberley,Gregory,9
Kimberley,Mark,9
Kimberley,Jeffrey,9
Kimberli,Robert,6
Kimberly,Michael,302
Kimberly,James,273
Kimberly,David,269
Kimberly,John,227
Kimberly,Robert,182
Kimberly,Mark,160
Kimberly,Steven,151
Kimberly,Richard,146
Kimberly,Jeffrey,137
Kimberly,Thomas,135
Kimberly,Christopher,127
Kimberly,William,124
Kimberly,Daniel,120
Kimberly,Scott,110
Kimberly,Timothy,106
Kindra,William,6
Kira,James,6
Kirby,Kathy,6
Kirk,Jennifer,22
Kirk,Cynthia,21
Kirk,Patricia,19
Kirk,Michelle,15
Kirk,Kimberly,15
Kirk,Mary,15
Kirk,Julie,15
Kirk,Susan,13
Kirk,Barbara,12
Kirk,Pamela,11
Kirk,Margaret,10
Kirk,Sharon,10
Kirk,Shannon,10
Kirk,Janet,10
Kirk,Jessica,10
Kirsten,David,34
Kirsten,Michael,31
Kirsten,Robert,31
Kirsten,John,29
Kirsten,James,26
Kirsten,Kevin,19
Kirsten,Thomas,17
Kirsten,Steven,16
Kirsten,Jeffrey,14
Kirsten,Daniel,14
Kirsten,Mark,13
Kirsten,Eric,12
Kirsten,Jason,12
Kirsten,Paul,12
Kirsten,Andrew,12
Kirstin,John,12
Kirstin,Michael,8
Kirstin,Mark,6
Kitty,John,7
Kitty,Michael,6
Konstantin,Ekaterina,6
Kori,James,6
Kori,David,6
Kori,Daniel,6
Kris,Michael,9
Kris,Gregory,8
Kris,Jennifer,7
Kris,Kimberly,7
Kris,Kelly,6
Kris,Terry,6
Krista,Michael,45
Krista,Robert,20
Krista,Eric,20
Krista,James,17
Krista,Thomas,15
Krista,Daniel,15
Krista,Paul,15
Krista,Steven,14
Krista,Sean,14
Krista,John,14
Krista,Ryan,13
Krista,Jeremy,13
Krista,Peter,13
Krista,Matthew,13
Krista,Brian,12
Kristen,Michael,75
Kristen,John,62
Kristen,David,54
Kristen,Robert,44
Kristen,James,39
Kristen,Jason,37
Kristen,Jeffrey,33
Kristen,Matthew,32
Kristen,Daniel,30
Kristen,Christopher,29
Kristen,Scott,25
Kristen,Richard,25
Kristen,Timothy,25
Kristen,Brian,25
Kristen,Thomas,24
Kristi,David,50
Kristi,John,34
Kristi,Robert,32
Kristi,James,31
Kristi,Michael,30
Kristi,Jeffrey,29
Kristi,Mark,27
Kristi,Christopher,25
Kristi,Daniel,24
Kristi,William,22
Kristi,Steven,22
Kristi,Matthew,19
Kristi,Richard,19
Kristi,Scott,18
Kristi,Thomas,16
Kristie,John,17
Kristie,Michael,16
Kristie,Robert,11
Kristie,Jeffrey,10
Kristie,Scott,9
Kristie,Aaron,9
Kristie,James,8
Kristie,David,8
Kristie,Richard,8
Kristie,Thomas,7
Kristie,Steven,7
Kristie,Stephen,7
Kristie,Kenneth,6
Kristie,Joshua,6
Kristin,Michael,104
Kristin,David,71
Kristin,Christopher,68
Kristin,Robert,62
Kristin,John,57
Kristin,James,55
Kristin,Jeffrey,46
Kristin,Kevin,39
Kristin,Scott,38
Kristin,William,37
Kristin,Eric,37
Kristin,Mark,37
Kristin,Timothy,36
Kristin,Richard,35
Kristin,Brian,33
Kristina,Michael,57
Kristina,Christopher,52
Kristina,John,50
Kristina,David,47
Kristina,Robert,34
Kristina,Daniel,29
Kristina,Kevin,29
Kristina,James,28
Kristina,Mark,27
Kristina,Thomas,25
Kristina,Brian,24
Kristina,Ryan,23
Kristina,Matthew,21
Kristina,Jeffrey,21
Kristina,William,21
Kristine,Michael,74
Kristine,David,67
Kristine,Robert,54
Kristine,James,54
Kristine,John,53
Kristine,Christopher,47
Kristine,Richard,41
Kristine,Scott,36
Kristine,Steven,35
Kristine,William,35
Kristine,Mark,33
Kristine,Brian,31
Kristine,Daniel,24
Kristine,Jeffrey,23
Kristine,Paul,23
Kristofer,Jennifer,10
Kristopher,Sarah,12
Kristopher,Jennifer,12
Kristopher,Amanda,8
Kristopher,Michelle,8
Kristopher,Angela,6
Kristopher,Heather,6
Kristopher,Kristin,6
Kristopher,Melissa,6
Kristopher,Tanya,6
Kristy,Michael,27
Kristy,Robert,17
Kristy,David,15
Kristy,Christopher,14
Kristy,John,14
Kristy,Brian,12
Kristy,James,12
Kristy,Paul,11
Kristy,Richard,10
Kristy,Joseph,10
Kristy,Daniel,9
Kristy,Scott,7
Kristy,Kenneth,7
Kristy,Jason,7
Kristy,Charles,7
Krysta,Joseph,6
Krystal,Michael,12
Krystal,Christopher,11
Krystal,John,10
Krystal,Stephen,9
Krystal,David,8
Krystal,Nathan,8
Krystal,Adam,8
Krystal,Robert,7
Krystal,Jonathan,6
Krystal,Jason,6
Kurt,Mary,26
Kurt,Patricia,24
Kurt,Kathleen,24
Kurt,Susan,24
Kurt,Lisa,23
Kurt,Kimberly,20
Kurt,Jennifer,19
Kurt,Sandra,19
Kurt,Stephanie,17
Kurt,Karen,17
Kurt,Linda,15
Kurt,Elizabeth,14
Kurt,Carol,13
Kurt,Teresa,12
Kurt,Pamela,12
Kurtis,Jennifer,7
Kurtis,Sarah,7
Kurtis,Lisa,6
Kwan,Hee,6
Kyla,Matthew,7
Kyle,Jennifer,51
Kyle,Jessica,36
Kyle,Sarah,34
Kyle,Laura,33
Kyle,Lisa,28
Kyle,Nicole,26
Kyle,Elizabeth,24
Kyle,Angela,24
Kyle,Megan,24
Kyle,Heather,23
Kyle,Melissa,23
Kyle,Rachel,22
Kyle,Amy,19
Kyle,Sara,19
Kyle,Stephanie,18
Kyong,Michael,6
Kyra,James,12
Kyung,Sung,7
Kyung,Michael,6
Kyung,Jung,6
Kyung,Kyung,6
La,James,9
La,Michael,9
Lacey,Michael,15
Lacey,David,12
Lacey,Andrew,12
Lacey,Gabriel,7
Lacey,Brian,6
Lacey,Christopher,6
Lacey,Jeremy,6
Lacy,Michael,8
Ladonna,David,7
Ladonna,Paul,6
Ladonna,Robert,6
Lalita,Walter,6
Lamin,Fanta,6
Lan,John,8
Lan,Tri,6
Lan,Tuan,6
Lana,James,19
Lana,Michael,14
Lana,Robert,13
Lana,David,13
Lana,Jeffrey,12
Lana,Ronald,11
Lana,Richard,11
Lana,John,10
Lana,Gary,8
Lana,Brett,8
Lana,Thomas,7
Lana,Charles,6
Lana,Kenneth,6
Lana,Stephen,6
Lana,Steven,6
Lance,Jennifer,24
Lance,Susan,22
Lance,Amy,16
Lance,Patricia,15
Lance,Deborah,12
Lance,Lisa,12
Lance,Jessica,12
Lance,Rebecca,11
Lance,Mary,11
Lance,Michelle,11
Lance,Kimberly,11
Lance,Melissa,10
Lance,Teresa,10
Lance,Stephanie,10
Lance,Christine,10
Lanette,Robert,7
Lani,Michael,8
Lani,John,8
Lara,Michael,16
Lara,John,15
Lara,Christopher,11
Lara,Scott,10
Lara,Daniel,10
Lara,Robert,9
Lara,Anthony,8
Lara,David,8
Lara,James,8
Lara,Matthew,7
Lara,Chad,6
Lara,Andrew,6
Lara,Peter,6
Lara,Mark,6
Lara,Jeffrey,6
Larisa,Vladimir,9
Larisa,Oleg,6
Larisa,Aleksey,6
Larisa,William,6
Larissa,Michael,11
Larissa,Jason,8
Larissa,Jesse,8
Larry,Linda,142
Larry,Mary,101
Larry,Susan,97
Larry,Patricia,94
Larry,Barbara,89
Larry,Karen,86
Larry,Kathleen,76
Larry,Pamela,67
Larry,Sandra,65
Larry,Debra,61
Larry,Nancy,53
Larry,Cynthia,53
Larry,Donna,52
Larry,Carol,49
Larry,Deborah,49
Lars,Jennifer,6
Laura,Michael,334
Laura,David,280
Laura,James,245
Laura,John,220
Laura,Robert,214
Laura,Richard,159
Laura,Mark,158
Laura,William,155
Laura,Christopher,140
Laura,Jeffrey,139
Laura,Thomas,135
Laura,Steven,134
Laura,Daniel,111
Laura,Paul,102
Laura,Matthew,99
Laureen,David,11
Laureen,Michael,6
Laureen,Mark,6
Laurel,Michael,45
Laurel,David,36
Laurel,James,35
Laurel,Robert,30
Laurel,John,28
Laurel,William,24
Laurel,Steven,23
Laurel,Richard,21
Laurel,Mark,19
Laurel,Donald,19
Laurel,Christopher,17
Laurel,Paul,15
Laurel,Scott,12
Laurel,Charles,12
Laurel,Jeffrey,12
Lauren,Michael,41
Lauren,Jeffrey,39
Lauren,James,36
Lauren,Robert,35
Lauren,Matthew,34
Lauren,Christopher,33
Lauren,Ryan,32
Lauren,John,31
Lauren,David,29
Lauren,Andrew,28
Lauren,Timothy,25
Lauren,Gregory,23
Lauren,Jonathan,22
Lauren,Charles,20
Lauren,Kevin,20
Laurence,Mary,20
Laurence,Debra,10
Laurence,Sharon,10
Laurence,Susan,10
Laurence,Ann,9
Laurence,Cynthia,8
Laurence,Donna,8
Laurence,Kathleen,8
Laurence,Patricia,7
Laurence,Lisa,7
Laurence,Cheryl,6
Laurence,Michelle,6
Laurence,Margaret,6
Laurence,Karen,6
Laurence,Janice,6
Lauretta,Richard,6
Lauri,Michael,17
Lauri,Steven,11
Lauri,James,10
Lauri,Robert,9
Lauri,David,8
Lauri,Todd,8
Lauri,John,7
Lauri,Gregory,6
Lauri,Paul,6
Laurie,Michael,126
Laurie,David,122
Laurie,John,107
Laurie,James,103
Laurie,Robert,89
Laurie,Richard,80
Laurie,William,71
Laurie,Mark,62
Laurie,Timothy,51
Laurie,Thomas,50
Laurie,Steven,46
Laurie,Paul,46
Laurie,Scott,42
Laurie,Douglas,42
Laurie,Jeffrey,41
Laverne,John,8
Laverne,James,7
Lavonne,Robert,6
Lavonne,David,6
Lawrence,Mary,70
Lawrence,Linda,62
Lawrence,Susan,58
Lawrence,Barbara,56
Lawrence,Karen,48
Lawrence,Sharon,47
Lawrence,Patricia,45
Lawrence,Carol,43
Lawrence,Nancy,40
Lawrence,Deborah,35
Lawrence,Elizabeth,33
Lawrence,Margaret,32
Lawrence,Jennifer,32
Lawrence,Kathryn,30
Lawrence,Pamela,26
Le,Cuong,6
Le,James,6
Lea,David,14
Lea,Michael,13
Lea,Robert,12
Lea,John,8
Lea,Mark,8
Lea,James,7
Lea,Steven,7
Lea,Stephen,6
Lea,William,6
Leah,Michael,49
Leah,Robert,29
Leah,David,28
Leah,James,27
Leah,John,27
Leah,Jason,24
Leah,William,23
Leah,Brian,21
Leah,Mark,20
Leah,Christopher,20
Leah,Timothy,19
Leah,Thomas,17
Leah,Jeffrey,17
Leah,Richard,16
Leah,Ryan,16
Leann,Michael,16
Leann,Robert,14
Leann,Jeffrey,12
Leann,Thomas,12
Leann,James,10
Leann,Mark,10
Leann,John,9
Leann,Steven,8
Leann,Eric,7
Leann,David,7
Leann,Richard,6
Leann,Kevin,6
Leann,Andrew,6
Leanna,David,11
Leanna,Robert,9
Leanna,Richard,6
Leanne,James,21
Leanne,Robert,19
Leanne,Michael,19
Leanne,Paul,17
Leanne,Richard,16
Leanne,David,16
Leanne,Mark,14
Leanne,Todd,13
Leanne,Steven,12
Leanne,Thomas,12
Leanne,Joseph,12
Leanne,William,11
Leanne,Timothy,10
Leanne,Frank,10
Leanne,Daniel,9
Lee,David,35
Lee,James,34
Lee,Linda,32
Lee,Mary,28
Lee,Robert,25
Lee,Jennifer,24
Lee,Barbara,23
Lee,Susan,23
Lee,Pamela,23
Lee,Michael,22
Lee,John,21
Lee,Steven,20
Lee,Karen,19
Lee,William,18
Lee,Kimberly,18
Leif,Jennifer,7
Leif,Kimberly,6
Leif,Laura,6
Leigh,David,24
Leigh,Robert,15
Leigh,Michael,15
Leigh,John,13
Leigh,William,13
Leigh,Jeffrey,11
Leigh,Scott,10
Leigh,Kenneth,7
Leigh,Paul,6
Leigh,Stephen,6
Leigh,James,6
Leigh,Christopher,6
Leila,John,12
Leila,Michael,12
Leila,Thomas,9
Leila,James,7
Leila,Richard,7
Leila,David,6
Leilani,Michael,8
Leilani,Craig,6
Leisa,Michael,7
Leisa,Robert,7
Leisa,James,7
Leisa,David,6
Lela,David,6
Leland,Cheryl,9
Leland,Linda,8
Leland,Diane,7
Leland,Janice,6
Leland,Mary,6
Leland,Carol,6
Leland,Susan,6
Lena,David,12
Lena,George,8
Lena,Robert,6
Lena,Daniel,6
Lenora,Steven,6
Lenore,Richard,8
Leo,Janet,13
Leo,Patricia,12
Leo,Mary,11
Leo,Barbara,10
Leo,Sharon,9
Leo,Karen,7
Leo,Linda,7
Leo,Carol,7
Leo,Cynthia,7
Leo,Lisa,6
Leo,Pamela,6
Leo,Sandra,6
Leo,Shannon,6
Leo,Debra,6
Leo,Florence,6
Leon,Mary,17
Leon,Linda,10
Leon,Pamela,10
Leon,Susan,9
Leon,Patricia,9
Leon,Sandra,9
Leon,Janice,7
Leon,Kimberly,6
Leon,Sharon,6
Leon,Gina,6
Leona,James,19
Leona,John,12
Leona,Michael,10
Leona,Richard,10
Leona,David,9
Leona,Joseph,8
Leona,Robert,7
Leona,Douglas,7
Leona,Ronald,7
Leona,Charles,6
Leona,Gary,6
Leonard,Patricia,23
Leonard,Kathleen,19
Leonard,Susan,18
Leonard,Mary,18
Leonard,Pamela,17
Leonard,Debra,16
Leonard,Nancy,15
Leonard,Linda,15
Leonard,Sandra,15
Leonard,Cynthia,15
Leonard,Sharon,14
Leonard,Karen,14
Leonard,Diane,13
Leonard,Carol,13
Leonard,Jennifer,12
Leonid,Yelena,10
Leonid,Olga,6
Leonor,Jose,7
Leroy,Mary,13
Leroy,Patricia,12
Leroy,Sharon,9
Leroy,Brenda,9
Leroy,Linda,9
Leroy,Susan,8
Leroy,Virginia,7
Leroy,Pamela,7
Leroy,Carol,7
Leroy,Leslie,7
Leroy,Julie,7
Leroy,Lynda,7
Leroy,Debra,7
Leroy,Jean,7
Leroy,Lisa,6
Lesa,Richard,10
Lesa,Timothy,6
Lesa,Christopher,6
Leslee,John,7
Lesley,Robert,21
Lesley,David,17
Lesley,Michael,15
Lesley,Brian,15
Lesley,James,12
Lesley,Mark,9
Lesley,Richard,8
Lesley,Joseph,7
Lesley,John,7
Lesley,Donald,7
Lesley,Peter,7
Lesley,Steven,6
Lesley,Keith,6
Lesley,Dennis,6
Leslie,Michael,157
Leslie,Robert,127
Leslie,John,123
Leslie,David,111
Leslie,James,89
Leslie,Richard,78
Leslie,William,77
Leslie,Jeffrey,59
Leslie,Mark,57
Leslie,Steven,56
Leslie,Thomas,47
Leslie,Scott,44
Leslie,Daniel,42
Leslie,Charles,41
Leslie,Eric,40
Lester,Virginia,11
Lester,Patricia,10
Lester,Barbara,10
Lester,Mary,9
Lester,Laura,9
Lester,Susan,9
Lester,Pamela,8
Lester,Deborah,8
Lester,Sharon,7
Lester,Sandra,7
Lester,Margaret,7
Lester,Karen,6
Lester,Linda,6
Lester,Janice,6
Lester,June,6
Leta,Michael,7
Leticia,Jose,13
Leticia,James,7
Leticia,Jesus,7
Leticia,Rafael,6
Leticia,Juan,6
Lewis,Nancy,13
Lewis,Mary,10
Lewis,Anna,9
Lewis,Cynthia,9
Lewis,Julie,8
Lewis,Patricia,7
Lewis,Paula,7
Lewis,Linda,7
Lewis,Helen,7
Lewis,Christine,7
Lewis,Margaret,6
Li,Michael,14
Li,David,9
Li,John,8
Lidia,Jose,6
Lien,Hung,9
Lila,John,15
Lila,Michael,9
Lila,David,7
Lila,Richard,7
Lila,Robert,6
Lila,James,6
Liliana,Michael,7
Liliana,Jose,6
Liliana,Carlos,6
Liliya,Sergey,11
Liliya,Yuriy,9
Liliya,Vladimir,8
Liliya,Igor,8
Liliya,Aleksandr,8
Liliya,Vyacheslav,6
Liliya,Aleksey,6
Liliya,Viktor,6
Lillian,John,29
Lillian,Philip,23
Lillian,Robert,21
Lillian,James,15
Lillian,David,13
Lillian,Richard,12
Lillian,Harold,11
Lillian,Kenneth,9
Lillian,Brian,9
Lillian,George,8
Lillian,Michael,8
Lillian,Matthew,7
Lillian,Charles,7
Lillian,Lawrence,7
Lillian,Joseph,7
Lily,John,10
Lily,James,8
Lily,Christopher,6
Lily,Michael,6
Lily,Paul,6
Lina,Kevin,7
Linda,Robert,566
Linda,Michael,544
Linda,John,539
Linda,James,528
Linda,David,466
Linda,Richard,383
Linda,William,338
Linda,Thomas,284
Linda,Gary,233
Linda,Donald,229
Linda,Steven,221
Linda,Mark,212
Linda,Ronald,193
Linda,Charles,182
Linda,Kenneth,165
Lindsay,Michael,66
Lindsay,Christopher,31
Lindsay,Matthew,30
Lindsay,Joshua,22
Lindsay,David,19
Lindsay,Jason,19
Lindsay,Eric,18
Lindsay,Andrew,18
Lindsay,Ryan,14
Lindsay,Scott,14
Lindsay,Nathaniel,14
Lindsay,Nicholas,14
Lindsay,Jeffrey,13
Lindsay,Joseph,13
Lindsay,Robert,13
Lindsey,Joshua,27
Lindsey,Michael,26
Lindsey,Robert,24
Lindsey,Matthew,22
Lindsey,Brian,21
Lindsey,Ryan,20
Lindsey,James,20
Lindsey,David,18
Lindsey,Jonathan,18
Lindsey,Jason,18
Lindsey,Thomas,17
Lindsey,Joseph,16
Lindsey,Christopher,15
Lindsey,Adam,14
Lindsey,Anthony,13
Linh,Thuy,10
Linh,Minh,9
Linh,Quang,9
Linh,Thinh,8
Linh,Robert,8
Linh,Ryan,6
Linh,Thanh,6
Linn,Robert,6
Linnea,David,12
